sales,customer_id,customer_age,purchase_date,product,last_purchase_date,price,seller_id
26,1009,71,2024-08-17,Smartphone,2022-08-26,246.28,184
48,2110,40,2024-05-15,Tablet,2024-09-18,730.65,126
65,4833,41,2023-10-11,Tablet,2023-01-24,3184.91,143
38,1837,27,2024-04-12,Headphones,2023-11-16,3829.93,137
2,4222,78,2024-05-22,Laptop,2022-07-06,4356.92,171
6,1987,25,2023-04-16,Headphones,2023-11-27,1294.75,185
46,1624,65,2023-10-21,Smartphone,2022-12-29,1697.68,186
50,1029,46,2023-03-07,Laptop,2022-01-08,2868.52,188
38,3175,43,2023-07-14,Tablet,2023-09-03,464.25,170
88,4149,54,2023-07-07,Smartphone,2022-01-27,4043.26,177
18,3468,69,2023-02-16,Smartphone,2024-08-31,2442.3,140
27,2078,55,2023-12-28,Laptop,2024-06-05,4829.26,157
41,4551,23,2024-06-20,Headphones,2024-09-09,630.71,128
72,3352,25,2024-07-31,Headphones,2022-10-03,709.79,180
92,1545,34,2024-05-01,TV,2024-04-04,1775.46,150
74,2128,79,2024-08-01,Laptop,2024-08-23,1073.47,169
17,2195,51,2024-12-09,Headphones,2024-03-01,3498.12,195
62,2522,36,2023-09-03,Smartphone,2023-12-17,4736.71,162
29,3069,87,2024-09-03,Headphones,2023-04-22,495.03,118
58,4358,54,2023-06-27,Headphones,2023-12-05,1249.07,126
70,3438,55,2023-04-25,Smartphone,2022-12-26,1227.6,193
78,1616,32,2024-11-10,Laptop,2024-11-22,2569.91,152
22,1148,57,2024-09-22,TV,2023-06-29,2287.53,196
6,4343,26,2023-06-14,Headphones,2022-04-10,3647.99,144
26,2811,70,2023-08-07,Headphones,2023-10-19,3676.52,110
39,3346,87,2023-07-16,Headphones,2022-11-26,2885.13,109
12,1171,83,2024-02-05,Laptop,2024-12-24,2975.56,192
99,1046,69,2024-11-11,Smartphone,2022-05-02,4219.47,185
14,1625,18,2023-03-17,Smartphone,2024-08-16,2014.84,119
22,2810,47,2024-03-01,Smartphone,2024-09-28,111.1,118
51,4887,18,2023-10-14,Smartphone,2023-04-21,1104.5,187
23,3254,56,2024-06-28,Smartphone,2024-01-12,225.04,191
48,1452,33,2023-10-26,Smartphone,2022-05-07,1997.81,101
71,2418,34,2024-12-07,Headphones,2024-05-17,1821.29,139
50,3972,39,2023-10-21,Headphones,2022-04-01,538.22,117
89,1753,48,2024-03-22,Smartphone,2022-02-15,3787.38,181
13,4372,57,2024-02-18,Smartphone,2022-01-25,2787.65,101
85,3755,44,2024-03-06,Laptop,2022-12-15,1167.22,146
10,2008,53,2023-08-18,Laptop,2024-09-29,3807.67,148
55,3723,21,2023-04-06,Tablet,2024-02-07,3356.26,122
9,4247,86,2024-03-14,Headphones,2024-05-22,998.4,146
79,3902,42,2023-06-20,Smartphone,2022-10-21,4915.3,178
52,3830,47,2023-11-13,Headphones,2022-09-03,928.26,188
2,2133,64,2024-06-27,Tablet,2022-09-14,3869.92,144
25,3731,29,2024-05-05,Laptop,2024-04-01,4843.02,181
13,4010,44,2024-01-23,Tablet,2022-12-18,3641.24,120
98,3911,62,2024-07-10,TV,2024-02-29,3345.6,146
51,2225,80,2023-03-13,Laptop,2024-10-19,4521.44,131
58,1167,72,2024-06-15,Headphones,2023-11-25,1382.2,118
34,4685,47,2023-08-27,Laptop,2024-01-09,1421.92,117
35,1085,31,2024-12-11,Tablet,2024-11-23,3223.74,123
3,2677,73,2024-07-30,Smartphone,2023-12-20,4416.58,146
59,2982,36,2024-11-30,Tablet,2023-07-10,3106.0,129
70,1848,43,2023-03-30,Tablet,2023-05-14,4886.39,192
48,4796,88,2024-12-13,Smartphone,2022-11-19,1153.37,184
64,4122,55,2024-06-18,Headphones,2022-04-24,4138.1,120
19,4183,86,2024-10-03,Headphones,2024-08-05,4639.96,147
67,2486,53,2023-06-03,Laptop,2023-04-30,2163.66,165
82,1441,35,2024-08-12,Tablet,2022-10-05,4811.81,144
73,1270,74,2023-07-09,Laptop,2024-11-18,1050.63,100
76,2600,40,2024-02-19,Smartphone,2023-02-02,4766.53,121
5,1343,31,2023-06-03,TV,2022-08-10,4518.9,155
67,2206,86,2024-09-16,Headphones,2022-11-14,377.42,139
11,3550,39,2023-12-05,Smartphone,2022-09-28,2630.59,137
94,4915,45,2024-09-20,Headphones,2023-02-02,2667.75,118
68,4081,60,2024-05-31,Laptop,2022-12-09,332.02,118
69,3541,35,2023-02-04,TV,2023-01-16,245.68,165
1,2257,53,2024-11-01,Tablet,2024-02-14,75.23,192
91,4369,24,2024-12-22,Headphones,2022-12-06,2646.32,186
92,3291,40,2024-06-09,Tablet,2022-01-07,2345.89,146
63,2532,51,2024-06-20,Laptop,2022-10-15,4705.28,157
29,4422,38,2023-08-06,Headphones,2024-06-11,1744.42,156
82,1266,87,2023-09-11,Laptop,2024-04-26,3308.23,147
12,2653,64,2023-07-22,Tablet,2023-12-18,87.44,190
77,4727,70,2023-04-11,Laptop,2022-07-03,3334.52,144
41,1892,58,2023-12-27,Laptop,2023-07-24,4571.63,186
2,3248,49,2024-12-11,Laptop,2023-09-15,1806.1,191
37,1238,31,2023-06-27,Smartphone,2022-07-05,1604.58,127
45,4405,34,2023-10-03,Smartphone,2023-10-05,3148.85,159
80,1914,42,2023-11-08,Headphones,2023-04-25,1676.33,104
48,2438,81,2024-10-03,Laptop,2024-04-27,2041.97,117
24,4016,65,2024-02-14,Laptop,2023-09-22,1401.93,193
99,3531,52,2023-10-15,Laptop,2023-05-19,1757.2,187
22,2460,54,2024-10-14,Smartphone,2022-04-20,3413.08,136
11,3293,72,2024-06-08,Tablet,2024-01-02,4615.76,179
58,2881,34,2024-02-05,Laptop,2022-08-02,2936.42,192
46,4079,45,2023-08-05,TV,2024-09-22,99.67,193
29,3199,18,2024-11-28,Headphones,2023-07-22,1356.27,124
35,2415,70,2024-04-14,Smartphone,2024-09-27,4763.58,137
15,3258,72,2023-01-27,Tablet,2024-08-18,4556.09,100
60,1366,78,2024-12-30,TV,2024-04-03,622.45,139
95,3991,30,2024-02-26,Laptop,2024-04-26,4546.66,154
42,4741,64,2023-01-14,Smartphone,2023-10-20,4824.42,194
43,2593,81,2024-05-15,Laptop,2024-12-07,1656.63,138
80,1085,49,2024-10-15,Headphones,2024-09-02,3519.98,194
74,4126,45,2023-11-21,Smartphone,2022-07-18,2821.91,196
49,2736,70,2023-11-20,TV,2023-05-23,1718.4,175
64,2657,48,2024-07-20,Tablet,2022-11-25,809.01,124
32,3041,25,2024-12-03,Tablet,2022-05-04,1866.26,122
64,3493,89,2023-10-12,Headphones,2022-07-19,4642.59,142
2,1619,42,2023-03-30,Tablet,2022-03-16,4065.68,147
24,3351,50,2023-02-14,Tablet,2022-06-06,1686.84,191
87,1131,85,2024-10-05,Headphones,2022-11-08,2760.99,196
66,4492,24,2024-05-12,TV,2024-11-01,2059.51,137
38,1903,83,2024-05-12,Smartphone,2022-03-24,2357.88,189
31,4456,63,2024-07-31,Smartphone,2023-11-24,3817.99,123
26,1987,22,2024-10-21,Headphones,2024-10-14,2737.88,104
29,2221,34,2023-05-25,Laptop,2022-07-05,946.17,159
67,3094,69,2024-06-01,Headphones,2022-02-12,1381.73,116
78,2763,29,2023-03-23,Headphones,2022-03-14,2860.58,136
25,3804,79,2024-09-26,Headphones,2024-11-08,3479.46,114
48,2226,52,2023-06-16,Headphones,2022-06-14,2565.2,165
65,2284,79,2023-04-15,Tablet,2022-09-24,3120.04,197
53,1689,38,2024-05-02,Tablet,2024-05-16,3957.42,119
67,2047,83,2023-11-06,TV,2023-10-16,2749.69,129
90,1686,70,2023-03-23,Headphones,2022-02-03,4887.1,115
18,1785,38,2023-04-04,Smartphone,2022-04-08,1216.06,143
9,1339,32,2023-11-17,Laptop,2022-11-12,4602.46,158
38,1411,40,2023-12-09,Tablet,2023-12-11,1275.92,103
87,2996,48,2023-12-27,Smartphone,2023-02-09,2681.64,130
21,4332,71,2023-03-07,Tablet,2023-09-08,2306.74,125
65,1285,72,2024-09-15,TV,2024-05-31,1895.77,140
21,4584,43,2024-03-04,Laptop,2024-04-13,4815.54,175
27,2109,70,2024-02-05,Tablet,2024-05-04,1397.89,101
70,1849,83,2023-06-20,Laptop,2023-03-16,3390.6,107
44,1429,56,2024-07-31,Laptop,2023-06-16,4030.14,177
28,2604,24,2023-03-09,Smartphone,2024-02-16,1025.18,123
45,1030,56,2024-05-06,Tablet,2022-04-26,4867.11,139
17,4781,49,2023-02-03,Laptop,2023-02-09,2755.87,124
40,1602,43,2023-01-01,Headphones,2022-10-24,4576.73,161
3,1439,46,2023-05-31,Laptop,2024-06-19,3336.21,157
76,1984,42,2023-09-15,Laptop,2023-07-12,3264.66,170
76,2372,73,2024-09-19,Tablet,2022-11-30,1760.65,131
66,2918,48,2024-08-10,Headphones,2024-12-30,3864.42,186
46,1411,83,2023-01-19,Laptop,2024-08-23,197.44,145
86,1527,19,2023-02-04,Tablet,2022-02-28,2801.31,125
87,1309,64,2024-01-06,Tablet,2023-12-17,209.09,141
30,3996,46,2024-05-05,Laptop,2024-10-02,1569.02,106
69,4467,66,2023-08-29,TV,2024-12-10,526.66,155
9,2811,49,2023-01-07,TV,2022-01-16,4562.38,146
85,2361,47,2024-07-02,Smartphone,2022-02-20,3159.89,149
11,3721,32,2024-01-06,TV,2024-09-15,3359.13,144
69,3038,79,2024-10-26,TV,2024-01-08,4263.09,167
99,3484,34,2023-09-07,Tablet,2024-06-24,3678.51,143
91,1703,39,2023-04-25,Tablet,2022-11-24,664.77,124
66,1662,47,2024-07-06,Laptop,2024-07-20,3106.81,151
88,1364,33,2023-12-03,Laptop,2022-10-28,4891.95,117
31,1922,69,2024-07-27,Tablet,2023-06-02,1109.87,106
33,3160,25,2024-11-11,Laptop,2022-09-19,3117.58,121
39,4856,81,2023-05-22,Tablet,2022-04-01,2839.89,103
94,1175,56,2024-04-29,TV,2022-07-13,1988.65,128
46,2172,48,2024-03-13,Laptop,2024-12-23,4775.45,187
37,2201,29,2023-03-29,TV,2022-08-14,1814.18,139
92,1935,50,2024-04-07,Smartphone,2023-03-21,513.72,151
60,1381,75,2023-02-17,Laptop,2022-11-30,4814.59,159
31,4294,29,2024-04-25,Tablet,2024-12-22,3659.64,140
11,2282,42,2024-06-07,Tablet,2023-05-12,1745.13,175
87,4856,55,2023-07-30,Smartphone,2024-10-11,1438.53,172
2,2212,65,2023-09-01,Tablet,2022-09-02,4643.73,114
27,1305,72,2023-08-27,TV,2022-03-05,1404.07,176
99,2401,20,2023-07-16,Tablet,2024-03-15,2708.93,156
2,1601,86,2023-08-23,Smartphone,2024-07-20,1114.03,193
21,3390,52,2023-07-06,Headphones,2022-06-11,4976.31,198
58,4845,68,2024-12-13,Headphones,2024-12-04,3859.07,134
5,3203,44,2024-09-06,TV,2022-01-25,2859.79,189
52,1711,54,2023-10-17,Headphones,2022-10-27,3741.84,118
45,4126,33,2023-08-09,Tablet,2022-03-15,4586.02,120
85,4837,42,2024-05-11,Smartphone,2022-06-01,4817.46,184
93,2465,50,2024-05-10,TV,2023-08-04,3940.79,112
20,4756,79,2023-10-29,Headphones,2022-04-02,4252.88,120
61,4271,34,2023-07-06,Tablet,2024-05-21,2019.08,187
38,1402,60,2024-03-25,Tablet,2024-01-17,1989.52,125
20,1613,47,2024-02-16,Laptop,2024-04-07,4051.07,155
25,3844,58,2024-09-02,Laptop,2023-11-16,3810.14,130
2,4734,21,2023-09-02,Smartphone,2023-01-07,4509.86,129
32,3670,83,2023-11-09,TV,2024-12-01,708.4,123
26,4999,77,2024-05-10,Headphones,2024-03-10,3469.52,195
70,2801,26,2023-01-22,Headphones,2023-12-26,3255.86,129
41,3650,48,2023-03-09,Tablet,2023-09-03,4002.67,125
67,1176,86,2024-01-27,Headphones,2022-04-30,171.53,181
97,1448,41,2023-11-12,Smartphone,2023-06-25,4139.95,153
1,1742,41,2023-03-06,Laptop,2022-02-17,1665.81,175
51,2564,62,2024-12-29,Tablet,2024-03-11,3451.25,120
5,2978,54,2024-06-24,TV,2024-10-05,3101.97,122
13,3348,75,2024-12-05,Tablet,2022-02-08,2228.98,127
19,3754,40,2024-07-21,Headphones,2023-04-18,3742.84,180
12,1306,52,2023-07-31,Smartphone,2022-11-20,4808.03,178
48,1750,80,2023-07-19,TV,2022-02-21,1651.2,122
25,1868,23,2023-06-27,Tablet,2024-08-05,3754.76,158
57,4967,23,2024-02-27,Headphones,2024-07-21,1606.96,152
35,4338,47,2024-10-26,Tablet,2022-05-16,4235.98,152
76,1213,18,2024-04-06,TV,2022-06-18,2214.5,133
94,2617,80,2023-02-13,Headphones,2023-06-01,2273.87,191
5,2663,25,2024-03-06,Laptop,2022-12-26,3870.81,167
98,3530,45,2023-06-17,TV,2022-03-09,2506.04,111
22,4333,50,2023-10-14,Laptop,2023-04-26,1369.89,101
77,4138,70,2024-12-09,Laptop,2022-08-09,4977.91,124
57,2597,55,2023-12-03,Headphones,2022-09-18,3120.12,187
47,3180,69,2024-08-08,Tablet,2022-09-23,3243.49,194
54,2672,28,2023-06-20,Tablet,2023-11-08,3250.58,167
3,4611,19,2023-07-02,Smartphone,2024-12-15,4422.63,143
53,1511,70,2023-01-16,TV,2024-05-03,960.17,133
84,3258,85,2024-05-10,TV,2023-02-12,342.8,105
31,4035,24,2024-08-02,Headphones,2023-04-14,1964.17,194
69,1986,84,2024-07-07,Headphones,2024-02-01,2846.28,138
88,3764,26,2023-04-20,Smartphone,2022-08-31,1464.26,149
33,1252,80,2024-07-06,Smartphone,2023-05-29,3461.57,123
72,1037,28,2023-11-02,Laptop,2023-07-29,415.88,188
88,4114,54,2023-01-06,Smartphone,2023-10-28,3964.01,104
50,1628,31,2024-11-23,Tablet,2024-02-06,3604.53,153
84,4476,36,2023-09-30,Laptop,2023-03-30,1109.03,153
16,1986,25,2023-12-27,Smartphone,2022-07-07,1527.35,109
76,2725,24,2023-07-04,Tablet,2023-12-06,4044.66,181
77,3093,76,2024-10-17,Tablet,2023-11-23,3878.02,192
39,2477,80,2023-04-10,Laptop,2023-08-25,4078.14,174
89,2701,24,2023-03-31,Laptop,2022-12-01,1645.1,193
46,1304,72,2023-09-03,Tablet,2023-04-02,4849.38,168
96,2738,20,2023-08-27,Headphones,2024-01-08,3590.92,105
88,3280,84,2024-12-24,Laptop,2022-12-03,372.74,177
47,1244,35,2023-03-22,TV,2022-12-21,2414.79,115
44,2744,62,2023-04-25,Headphones,2022-12-22,3339.51,159
9,3807,53,2023-10-03,TV,2022-08-20,884.82,113
87,4366,33,2023-03-21,Smartphone,2024-03-06,4513.76,132
50,3886,46,2024-07-21,Laptop,2022-07-09,3782.84,168
77,4454,76,2023-06-28,Laptop,2022-02-17,453.09,139
60,3205,35,2023-11-05,Tablet,2024-03-24,4570.33,177
96,4476,66,2024-07-14,Laptop,2022-02-24,2051.63,139
15,2024,63,2024-05-23,TV,2022-04-29,2289.72,108
36,1216,46,2023-09-17,Headphones,2024-10-22,3926.39,190
63,3975,87,2023-10-19,Smartphone,2022-08-12,3237.79,166
69,1506,67,2023-10-18,Headphones,2024-01-18,2215.77,173
86,1760,72,2024-06-25,TV,2022-07-22,1335.14,147
80,3951,44,2023-03-04,Smartphone,2022-01-11,2608.63,174
41,3628,24,2024-08-16,Tablet,2022-09-16,2916.94,197
74,2053,58,2024-02-09,Laptop,2022-10-25,3173.12,164
24,3674,28,2024-04-24,Laptop,2023-10-31,3045.06,109
82,3567,22,2023-11-21,Tablet,2022-11-29,3105.65,105
49,2904,83,2024-01-16,TV,2022-06-02,2404.9,171
18,1274,73,2024-11-11,Tablet,2022-05-14,2831.34,161
7,1491,29,2023-11-06,TV,2024-08-13,1478.76,130
4,1826,59,2023-12-09,Smartphone,2022-04-26,833.96,105
90,1950,27,2024-10-31,Headphones,2024-12-26,3054.33,194
69,3973,45,2024-04-19,Headphones,2023-10-24,282.64,133
60,3894,24,2023-02-25,Tablet,2023-07-07,372.77,192
55,4107,31,2024-02-29,Laptop,2023-11-24,1274.21,166
16,4382,86,2023-05-22,Tablet,2022-07-07,1011.92,161
99,4115,78,2024-10-22,Laptop,2022-02-08,1901.86,185
90,2178,68,2024-01-11,Tablet,2023-04-25,1887.88,111
82,2100,59,2023-08-14,Tablet,2024-07-14,628.43,137
29,4661,25,2024-04-18,Headphones,2023-12-30,1270.19,182
23,2636,67,2023-01-25,Laptop,2024-02-15,72.62,106
14,4509,18,2024-11-20,Headphones,2022-03-04,1787.27,163
79,2455,86,2023-12-31,Laptop,2024-08-12,3992.35,186
49,4613,28,2023-04-05,Smartphone,2022-04-07,1367.49,176
33,1038,65,2024-05-22,Smartphone,2023-06-14,3234.57,103
25,3286,27,2024-07-18,Smartphone,2023-12-26,536.36,120
21,4084,32,2024-08-04,TV,2024-10-17,110.81,177
17,3169,64,2023-06-25,Headphones,2022-08-24,2517.06,135
23,1143,42,2024-10-05,Headphones,2022-12-21,2334.35,106
57,3731,23,2024-02-12,Smartphone,2024-07-13,998.02,176
81,3502,28,2024-05-04,Tablet,2024-12-19,1468.6,134
58,3415,34,2024-04-03,Headphones,2022-06-13,201.82,148
14,1758,32,2024-02-17,Laptop,2024-05-31,3999.11,196
93,1246,33,2023-12-04,Headphones,2023-08-17,1541.35,110
20,3970,73,2023-11-27,Headphones,2024-10-14,1136.31,188
30,4116,83,2023-08-01,Laptop,2024-07-15,4033.06,123
19,1764,53,2024-12-23,Smartphone,2024-05-23,244.4,121
53,3422,55,2023-12-11,Smartphone,2024-06-27,1458.4,142
56,2314,20,2024-07-29,Laptop,2024-06-09,1350.62,150
77,1206,35,2024-06-30,Headphones,2022-05-01,1351.71,148
82,4995,71,2024-06-07,Headphones,2024-08-23,106.9,121
23,3018,34,2023-12-12,Smartphone,2022-01-02,4676.63,178
62,3566,30,2023-09-05,TV,2022-04-28,4327.52,117
33,3289,80,2024-09-15,Smartphone,2023-10-01,2101.74,143
18,4693,31,2023-11-21,Laptop,2023-01-09,2254.9,131
73,4185,76,2024-04-11,TV,2022-04-22,2644.56,157
33,3866,53,2023-04-01,TV,2023-05-15,2417.66,155
32,3349,35,2023-10-21,Laptop,2023-11-06,3906.71,199
61,4347,22,2024-06-24,Tablet,2024-11-08,2467.68,173
54,4167,31,2024-06-07,Smartphone,2024-11-09,984.68,108
17,2317,42,2024-10-20,Headphones,2024-02-11,629.01,162
19,1700,61,2024-10-10,Smartphone,2023-07-15,4595.44,188
91,4431,56,2024-10-30,Laptop,2022-06-03,289.49,103
70,1287,29,2023-09-16,Headphones,2024-03-30,4492.92,137
99,3201,78,2023-03-28,Tablet,2023-01-19,3467.87,199
34,2593,79,2023-06-07,Laptop,2024-03-14,2053.29,141
84,3470,70,2024-05-08,Smartphone,2023-11-12,976.53,106
25,4987,70,2023-07-05,TV,2022-06-28,1586.89,141
68,1849,45,2023-12-10,Laptop,2023-09-07,2672.87,159
74,1049,52,2024-05-30,Laptop,2022-02-16,3301.41,189
74,2230,82,2024-07-22,Smartphone,2023-07-12,3472.79,119
88,3611,20,2024-05-23,Tablet,2022-07-02,2264.1,162
85,3901,60,2024-06-23,Smartphone,2022-12-20,1901.17,120
11,3930,67,2023-01-16,Smartphone,2023-05-02,3853.17,104
91,3709,88,2024-06-08,Tablet,2022-08-04,4630.8,129
16,3612,26,2023-07-19,Tablet,2024-06-10,4576.6,162
90,3260,53,2023-07-03,Laptop,2024-05-01,2780.52,158
61,4137,40,2023-11-05,TV,2024-04-08,441.15,137
94,4303,67,2024-05-22,Smartphone,2024-10-29,412.78,135
80,2908,72,2023-10-08,TV,2024-10-05,2043.64,137
7,3858,29,2023-06-07,Tablet,2024-10-04,3677.62,122
16,3897,49,2023-12-26,Tablet,2024-01-04,2511.85,122
99,2686,41,2023-09-16,Smartphone,2022-11-17,3155.44,157
16,2740,84,2023-06-06,Laptop,2022-04-01,4224.43,147
40,2343,44,2024-02-29,Smartphone,2022-11-11,249.66,105
12,2790,78,2024-08-28,Laptop,2022-04-22,4622.89,145
35,4208,36,2023-01-21,Headphones,2023-01-09,1687.94,186
21,3928,68,2024-09-30,Laptop,2023-01-03,281.6,114
50,4718,81,2023-12-13,Smartphone,2023-01-13,4185.37,100
43,2960,19,2023-12-16,Smartphone,2024-04-08,4674.06,199
17,4637,53,2024-01-20,Laptop,2024-04-04,3854.68,191
32,2088,28,2024-03-13,TV,2023-11-05,4032.35,173
41,4585,85,2024-03-31,Laptop,2023-07-11,4362.98,132
6,2155,85,2024-09-15,Headphones,2024-12-04,2635.7,123
88,3381,81,2024-06-29,Headphones,2023-05-10,3418.29,169
27,1031,18,2023-03-21,TV,2023-12-23,1467.94,113
20,1867,43,2024-03-27,Headphones,2023-11-17,1286.02,195
25,3945,28,2024-08-17,Smartphone,2022-09-04,3064.27,182
66,4943,19,2024-06-24,TV,2022-06-23,3686.31,169
9,4569,57,2024-05-03,TV,2022-02-05,2015.85,183
92,2266,21,2024-10-04,TV,2022-10-29,2031.44,188
53,2215,54,2024-06-06,Laptop,2024-06-04,4773.46,183
61,2165,78,2024-01-27,Laptop,2022-02-02,2616.38,137
38,2683,22,2024-07-27,TV,2023-01-17,4932.11,110
3,1600,32,2023-12-25,Headphones,2023-02-28,4321.07,162
84,3025,84,2023-02-02,Smartphone,2023-12-27,3216.31,131
70,2584,43,2023-05-16,Smartphone,2023-11-24,95.22,128
97,4719,23,2024-08-22,Laptop,2023-08-18,1514.83,129
55,1987,61,2024-02-14,Tablet,2024-09-08,2117.34,128
1,2214,75,2024-06-12,TV,2023-02-19,3281.43,185
70,2965,63,2023-04-01,Tablet,2024-05-23,2007.84,110
45,4220,59,2024-02-17,Smartphone,2022-11-15,4147.73,148
98,3646,65,2023-10-26,Laptop,2024-11-14,3331.38,183
47,2439,44,2024-05-01,Laptop,2024-01-28,1768.44,177
79,1519,37,2023-03-14,Laptop,2022-02-28,3932.95,190
26,2758,87,2024-12-18,Laptop,2022-06-26,1550.3,163
14,1868,52,2023-09-18,Laptop,2024-12-04,360.79,137
54,3063,65,2024-11-20,TV,2022-11-05,904.15,159
71,2831,84,2023-11-08,Tablet,2022-06-03,63.57,167
46,2129,85,2024-11-15,Smartphone,2024-08-24,4170.13,106
31,1282,69,2023-06-14,Smartphone,2024-02-08,3154.19,193
88,4175,85,2023-12-01,Laptop,2023-01-20,2874.32,173
59,1360,21,2024-05-16,Laptop,2024-01-18,3327.14,106
95,4729,56,2023-06-10,Laptop,2023-09-16,3285.31,104
29,2058,38,2024-01-25,Headphones,2024-11-22,2849.22,167
96,3160,83,2023-03-12,Smartphone,2022-01-06,4219.93,146
17,3355,33,2023-04-02,Laptop,2023-11-22,2232.69,135
14,2934,24,2023-12-27,Tablet,2024-03-05,4033.81,114
36,1958,26,2023-11-17,Headphones,2024-06-09,3943.84,138
58,2076,34,2023-09-02,TV,2023-12-28,1037.55,137
24,4930,29,2023-01-24,Headphones,2024-02-24,2296.13,135
63,2104,74,2024-07-10,Headphones,2023-09-09,4182.91,101
91,2639,62,2024-12-01,Headphones,2024-06-04,4162.73,114
25,3881,28,2024-02-07,Tablet,2022-01-23,168.83,183
59,2392,30,2024-01-08,Smartphone,2024-03-17,1154.1,154
32,3289,48,2023-10-13,Laptop,2022-06-10,2148.18,197
82,1030,43,2024-03-16,Tablet,2022-09-23,283.41,176
18,4900,80,2024-08-17,Tablet,2022-03-24,1340.09,159
37,1703,48,2023-12-18,Laptop,2022-06-17,1328.58,124
26,1868,39,2023-08-07,Headphones,2023-10-17,1112.11,113
9,2384,23,2024-04-29,TV,2023-07-09,2013.46,108
99,1232,37,2024-03-18,Headphones,2022-12-10,4074.4,148
64,4681,27,2023-08-06,Headphones,2022-01-12,1258.36,134
72,2057,52,2024-12-02,Smartphone,2023-03-26,2931.23,185
20,2266,43,2023-03-08,Headphones,2023-07-28,2810.01,104
54,1950,88,2023-01-31,TV,2023-08-14,4098.72,177
86,1058,54,2023-11-18,Tablet,2023-05-05,2000.3,116
83,3818,25,2023-09-07,Headphones,2023-10-24,1156.66,168
30,4600,22,2024-07-19,Tablet,2023-04-10,4463.03,176
53,4149,61,2023-01-10,Smartphone,2024-06-28,4173.09,153
92,3765,84,2024-11-08,TV,2023-09-09,3126.44,146
99,1301,89,2023-10-12,Laptop,2022-01-07,511.53,194
63,4749,66,2023-06-02,Laptop,2024-10-03,129.78,148
11,3850,53,2024-06-27,Smartphone,2024-03-12,953.99,173
31,3944,43,2024-06-12,TV,2022-11-15,1023.36,161
49,3045,62,2024-01-06,Tablet,2022-05-10,724.42,122
94,3159,78,2023-10-28,Smartphone,2022-04-19,1347.8,192
87,4484,61,2023-05-26,Headphones,2022-08-07,1722.55,115
19,2923,21,2024-08-09,Tablet,2023-05-21,3784.47,180
12,1316,75,2024-09-27,Headphones,2023-03-05,3562.13,106
15,2888,43,2023-02-21,Headphones,2023-10-04,566.68,142
31,2168,46,2024-02-08,Tablet,2022-09-01,4886.68,177
43,3715,26,2024-12-02,Headphones,2023-03-14,3773.09,143
37,1689,53,2023-05-21,Laptop,2022-11-03,858.99,108
79,2881,21,2023-03-29,Tablet,2024-06-19,666.26,170
29,4719,76,2024-03-02,Smartphone,2023-02-13,483.36,177
26,2953,54,2023-03-25,Laptop,2024-01-19,3672.35,179
2,4898,30,2023-08-31,Smartphone,2022-01-01,1219.62,159
84,1017,37,2023-04-16,TV,2024-02-16,411.19,109
15,4422,34,2024-08-26,Smartphone,2022-07-13,2138.05,104
4,2178,68,2023-12-21,Tablet,2024-08-20,3558.06,150
86,4855,72,2023-01-21,Smartphone,2022-05-02,1557.55,106
50,2529,50,2023-01-06,TV,2022-12-30,2439.1,121
38,1777,38,2023-08-09,Headphones,2024-10-24,1003.74,123
23,1359,39,2023-03-28,Tablet,2022-05-29,2174.29,141
59,1331,42,2024-11-22,Laptop,2024-12-20,1826.76,121
90,2941,84,2024-03-28,Laptop,2024-03-04,2197.9,134
75,1527,29,2023-12-08,Smartphone,2024-04-25,2355.27,154
28,3059,32,2024-01-28,Laptop,2022-08-26,506.88,102
66,2098,19,2023-12-18,TV,2023-12-31,512.17,170
8,1211,21,2023-09-03,Laptop,2023-04-03,1340.02,118
29,2714,62,2024-11-16,Smartphone,2023-04-30,623.0,141
11,3688,30,2023-04-23,Laptop,2024-04-28,1301.28,145
18,3330,72,2024-08-05,Headphones,2023-12-15,171.49,171
55,4266,49,2023-06-07,Headphones,2024-12-06,1786.16,186
50,3827,39,2023-08-25,Laptop,2022-12-10,1106.38,119
14,2053,72,2024-11-29,Tablet,2022-08-24,4466.12,132
74,2032,34,2023-08-31,Laptop,2023-10-25,4297.88,105
99,2332,87,2023-06-15,Headphones,2023-01-11,1537.07,114
9,4516,68,2023-02-03,Headphones,2024-08-29,2403.65,168
99,2333,25,2023-09-12,TV,2022-09-03,4781.17,177
11,3724,78,2023-10-29,Smartphone,2023-07-20,2644.28,172
63,3752,27,2023-08-08,TV,2023-11-30,4249.74,189
76,3473,36,2023-02-01,Tablet,2024-07-03,4140.56,195
67,2840,31,2024-05-23,Smartphone,2022-10-08,4709.38,130
53,2795,84,2024-04-26,Laptop,2022-03-08,1563.22,105
39,2727,72,2023-08-21,Laptop,2022-06-24,265.06,100
78,1590,78,2023-08-03,Tablet,2022-10-12,564.57,118
56,2714,73,2023-08-30,Headphones,2022-11-01,2877.92,114
28,3138,80,2023-09-02,Laptop,2024-05-24,2674.88,133
75,1455,28,2023-01-20,TV,2024-03-03,1527.34,163
39,1443,64,2023-07-29,Headphones,2023-02-11,1281.13,182
25,4798,23,2024-12-22,Laptop,2022-11-28,3561.44,148
21,1078,51,2024-03-01,Headphones,2022-11-01,1735.49,174
10,2498,82,2023-03-13,Smartphone,2024-07-07,3039.56,181
43,1926,81,2024-11-04,Laptop,2023-10-31,3575.85,187
